contract-number,amendment_number,award_date,expiry-date,contract-value,gsin,gsin-description_en,gsin-description_fr,competitive-tender_en,competitive-tender_fr,limited-tender-reason,limited-tender-reason-description_en,limited-tender-reason-description_fr,solicitation-procedure,solicitation-procedure-description_en,solicitation-procedure-description_fr,trade-agreement,trade-agreement-description_en,trade-agreement-description_fr,supplier-standardized-name,supplier-operating-name,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,organization-employee-count_fr,total-contract-value,number-records,end-user-entity_en,end-user-entity_fr,contracting-entity-office-name_en,contracting-entity-office-name_fr,contracting-address-street-1,contracting-address-street-2,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country,procurement-entity-name_en,procurement-entity-name_fr,country-percentage,country-description_en,country-description_fr,date-file-published
01580-100188/001/REG,000,2009-12-23,2010-12-31,50000.00,5161B,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services","Services d'inspection et d'entretien des unités de chauffage, ventilation et de climatisation",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PIPPIN TECHNICAL SERVICE LTD","Pippin Technical Service Ltd.","Pippin Technical Service Ltd.",Saskatoon,Saskatchewan,S7P0C7,Canada,"10 to 19 employees","10 à 19 employés",0.00,2,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100188/001/REG,T01,2009-12-24,2010-12-31,-50000.00,5161B,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services","Services d'inspection et d'entretien des unités de chauffage, ventilation et de climatisation",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PIPPIN TECHNICAL SERVICE LTD","Pippin Technical Service Ltd.","Pippin Technical Service Ltd.",Saskatoon,Saskatchewan,S7P0C7,Canada,"10 to 19 employees","10 à 19 employés",0.00,2,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100188/002/REG,000,2009-12-24,2010-12-31,50000.00,5161B,"Heating, Ventilation and Air Conditioning Maintenance & Inspection Services","Services d'inspection et d'entretien des unités de chauffage, ventilation et de climatisation",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PIPPIN AUTOMATION SYSTEMS","Pippin Automation Systems","Pippin Automation Systems",Saskatoon,Saskatchewan,S7K1N2,Canada,"1 to 4 employees","1 à 4 employés",50000.00,2,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100303/001/REG,000,2010-02-10,2010-03-31,35060.00,N3930,"Warehouse Trucks and Tractors, Self-Propelled","Camions et tracteurs automoteurs, d'entrepôts",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","EARTHWORKS EQUIPMENT CORPORATION","Earthworks Equipment Corporation","Earthworks Equipment Corporation",Saskatoon,Saskatchewan,S7R0H4,Canada,"20 to 49 employees","20 à 49 employés",35060.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100320/001/STN,000,2010-01-26,2010-03-31,35175.00,N3710,"Soil Preparation Equipment","Équipement pour la préparation du sol",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","EVERGREEN IMPLEMENTS INC","EVERGREEN IMPLEMENTS INC.","EVERGREEN IMPLEMENTS INC.",Brooks,Alberta,T1R1B7,Canada,"20 to 49 employees","20 à 49 employés",35175.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100344/001/REG,000,2010-03-03,2011-03-31,31463.00,N6640,"Laboratory Equipment and Supplies","Équipement et approvisionnements de laboratoire",Yes,Oui,,N/A,N/D,AC,ACAN,"PAC (Pré-avis d'adjudication de contrat)",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée",CONVIRON,Conviron,"Controlled Environments Limited",Winnipeg,Manitoba,R3H0R9,Canada,"100 to 199 employees","100 à 199 employés",31463.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100379/001/REG,000,2010-02-04,2010-03-31,499696.00,JX6640,"Laboratory Equipment and Supplies - Repair","Équipement et approvisionnements de laboratoire - réparation",Yes,Oui,,N/A,N/D,AC,ACAN,"PAC (Pré-avis d'adjudication de contrat)",00,NONE,AUCUNE,"ILLUMINA INC","Illumina Inc","Illumina Inc","San Diego",California,92122-4616,"United States","5 to 9 employees","5 à 9 employés",499696.00,2,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01580-100379/001/REG,001,2010-03-02,2010-03-31,0.00,JX6640,"Laboratory Equipment and Supplies - Repair","Équipement et approvisionnements de laboratoire - réparation",Yes,Oui,,N/A,N/D,AC,ACAN,"PAC (Pré-avis d'adjudication de contrat)",00,NONE,AUCUNE,"ILLUMINA INC","Illumina Inc","Illumina Inc","San Diego",California,92122-4616,"United States","5 to 9 employees","5 à 9 employés",499696.00,2,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RCHRCH & DVLPPMNT","107 SCIENCE PLACE",N/A,SASKATOON,Saskatchewan,S7N0X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-070345/001/VAN,001,2009-06-24,2009-10-31,11970.00,K100A,"Cleaning and Maintenance, Janitorial","Nettoyage et entretien, conciergerie",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",00,NONE,AUCUNE,"L&J DIAMOND MAINTENANCE INC","L&J Diamond Maintenance Inc.","L&J Diamond Maintenance Inc.",Kamloops,"British Columbia",V2B8N9,Canada,"50 to 99 employees","50 à 99 employés",61674.00,4,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-070918/001/VAN,001,2010-03-18,2010-04-30,10695.00,K108A,"Laundry and Dry Cleaning Services","Blanchissage et nettoyage à sec",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",00,NONE,AUCUNE,"CANADIAN LINEN & UNIFORM SERVICE","Canadian Linen & Uniform Service","Canadian Linen & Uniform Service",Burnaby,"British Columbia",V5C4T9,Canada,"100 to 199 employees","100 à 199 employés",54828.00,5,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100068/001/XSB,000,2009-07-02,2010-03-31,5904.00,N6505,"Drugs and Biologicals","Produits pharmaceutiques et biologiques",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"PACIFIC IMMUNOLOGY",N/A,"Pacific Immunology",Ramona,California,92065,"United States",UNKNOWN,INCONNU,5904.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100117/001/VAN,000,2009-10-23,2010-01-10,11474.00,T002AP,"Contractor Services for Furniture Rental, Electrical, Plumbing and Decorative Fixture (for Exhibits)","Services d'entrepreneur pour la location d'ameublement, l'électricité,  la plomberie et les accessoires décoratifs (pour expositions)",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"VIKING REFRIGERATION LTD","Viking Refrigeration Limited","Viking Refrigeration Limited",Kelowna,"British Columbia",V1Y2K4,Canada,"5 to 9 employees","5 à 9 employés",11474.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100259/001/VAN,000,2010-02-19,2010-03-31,69696.00,N2420B,"Tractor, Wheeled, Agricultural, 4 Wheel Drive","Tracteur, agricole à 4 roues motrices",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","FARMCO SALES LTD","FARMCO SALES LTD.","FARMCO SALES LTD.",Kelowna,"British Columbia",V1X7S8,Canada,"10 to 19 employees","10 à 19 employés",69696.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100479/001/XSB,000,2010-01-22,2010-03-31,15015.00,N3750E,"Mowers, Lawn","Tondeuses à gazon",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"FARMCO SALES LTD","FARMCO SALES LTD.","FARMCO SALES LTD.",Kelowna,"British Columbia",V1X7S8,Canada,"10 to 19 employees","10 à 19 employés",15015.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100482/001/XSB,000,2010-01-25,2010-03-31,8577.00,N4240B,"Breathing Apparatus, Oxygen Generating","Appareil respiratoire, oxygène régénéré",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"ROCKY MOUNTAIN PHOENIX","Rocky Mountain Phoenix","Rocky Mountain Phoenix",Abbotsford,"British Columbia",V2T6J3,Canada,"20 to 49 employees","20 à 49 employés",8577.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100502/001/VAN,000,2010-01-29,2010-04-30,21998.00,N4110M,"Freezer, Deep, Commercial","Congélateur, profond, commercial",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"NEW BRUNSWICK SCIENTIFIC CO INC","NEW BRUNSWICK SCIENTIFIC CO   INC",N/A,EDISON,"New Jersey",N/A,"United States","1 to 4 employees","1 à 4 employés",21998.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100533/001/VAN,000,2010-02-16,2011-02-16,6300.00,N3710,"Soil Preparation Equipment","Équipement pour la préparation du sol",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"TERRALINK HORTICULTURE INC SOUTH VALLEY DIVISION","TERRALINK HORTICULTURE INC. SOUTH VALLEY DIVISION","TERRALINK HORTICULTURE INC. SOUTH VALLEY DIVISION",oliver,"British Columbia",V0H1T0,Canada,"10 to 19 employees","10 à 19 employés",6300.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100533/002/VAN,000,2010-02-16,2011-02-25,6300.00,N3710,"Soil Preparation Equipment","Équipement pour la préparation du sol",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"GROWERS SUPPLY COMPANY LTD","Growers Supply Company Limited","Growers Supply Company Limited",Kelowna,"British Columbia",V1X7J4,Canada,"20 to 49 employees","20 à 49 employés",6300.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01550-100613/001/VAN,000,2010-03-08,2011-03-31,12822.00,N7025,"ADP Input-Output and Storage Devices","Dispositifs TAD d'entrée-sortie et de mémoire",No,Non,85,"Low Dollar Value","Faible valeur",TN,"Traditional Non-Competitive","Méthode non concurrentielle traditionnelle",00,NONE,AUCUNE,"CANCADD REPRODUCTIONS AND ENGINEERING SUPPLIES LTD","CANCADD IMAGING SOLUTIONS LTD.","CANCADD IMAGING SOLUTIONS LTD.",Kelowna,"British Columbia",V1Y9G6,Canada,"5 to 9 employees","5 à 9 employés",12822.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","PACIFIC AGRI FOOD RSRCH CENTER",N/D,"4200 HWY 97",N/A,SUMMERLAND,"British Columbia",V0H1Z0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01555-100041/001/PWY,000,2009-09-23,2011-03-31,70000.00,5164AB,"Electrical Contractor Services, Class A Licence","Services d'entrepreneurs en électricité licencié de catégorie A",Yes,Oui,,N/A,N/D,TC,"Traditional Competitive","Méthode concurrentielle traditionnelle",00,NONE,AUCUNE,"NORICH ELECTRIC LTD","Norich Electric Ltd","Norich Electric Ltd",Chilliwack,"British Columbia",V2R4H3,Canada,"5 to 9 employees","5 à 9 employés",70000.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CENTRE RECHERCHE DEVELOPPEMENT","6947 HWY 7","P.O.BOX 1000",AGASSIZ,"British Columbia",V0M1A0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01555-100227/001/VAN,000,2010-01-28,2010-03-31,136500.00,N2420B,"Tractor, Wheeled, Agricultural, 4 Wheel Drive","Tracteur, agricole à 4 roues motrices",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PRAIRIECOAST EQUIPMENT INC","PrairieCoast Equipment Inc.","Prairiecoast Equipment In.",Chilliwack,"British Columbia",V2R0W3,Canada,"200 to 499 employees","200 à 499 employés",136500.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CENTRE RECHERCHE DEVELOPPEMENT","6947 HWY 7","P.O.BOX 1000",AGASSIZ,"British Columbia",V0M1A0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01555-100317/001/VAN,000,2010-03-09,2010-03-31,33364.00,N3930G,"Truck, Scissors Lift, Self-Propelled, Electric","Chariot, élévateur, à pinces, automoteur, électrique",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","UNITED RENTALS OF CANADA INC","United Rentals of Canada Inc","United Rentals of Canada, Inc",Langley,"British Columbia",V3A4L6,Canada,"1000 to 1499 employees","1000 à 1499 employés",33364.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CENTRE RECHERCHE DEVELOPPEMENT","6947 HWY 7","P.O.BOX 1000",AGASSIZ,"British Columbia",V0M1A0,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01586-090662/001/CAL,000,2010-03-10,2010-04-30,57850.00,N3720F,"Harvester, Forage","Moissonneuse, fourrage",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PRAIRIE COAST EQUIPMENT","Prairie Coast Equipment","Prairiecoast Equipment",Kamloops,"British Columbia",V2H1G4,Canada,"200 to 499 employees","200 à 499 employés",57850.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RECHERCHE & DEVELOPPEMENT","5403 1ST AVENUE SOUTH","PO BOX 3000",LETHBRIDGE,Alberta,T1J4B1,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01586-090663/001/CAL,000,2010-03-05,2010-04-30,82300.00,N3720C,"Combine, Harvester",Moissonneuse-batteuse,Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","HI-WAY SERVICE LTD","Hi-way Service Ltd","Hi-way Service Inc.",Lethbridge,Alberta,T1J4P8,Canada,"200 to 499 employees","200 à 499 employés",82300.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RECHERCHE & DEVELOPPEMENT","5403 1ST AVENUE SOUTH","PO BOX 3000",LETHBRIDGE,Alberta,T1J4B1,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01586-100228/001/CAL,000,2010-02-23,2010-04-07,53014.00,N3750EC,"Mower, Lawn, Tractor Propelled","Tondeuse, gazon, tractée",Yes,Oui,,N/A,N/D,TC,"Traditional Competitive","Méthode concurrentielle traditionnelle",C,"NAFTA / CFTA / FTAs with Peru / Colombia / Panama / Korea","ALÉNA / ALEC / ALEs avec Pérou / Colombie / Panama / Corée","PODOLINSKY EQUIPMENT LTD","Podolinsky Equipment Ltd.","Podolinsky Equipment Ltd.",Petrolia,Ontario,N0N1R0,Canada,"20 to 49 employees","20 à 49 employés",53014.00,1,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","RESEARCH & DEVELOPMENT CENTRE","CNTR RECHERCHE & DEVELOPPEMENT","5403 1ST AVENUE SOUTH","PO BOX 3000",LETHBRIDGE,Alberta,T1J4B1,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
01581-090053/001/STN,000,2009-07-29,2011-08-14,375000.00,AA910300,"Agriculture (R&D)","Agriculture (R&D)",Yes,Oui,,N/A,N/D,OB,"Open Bidding","Invitation Ouverte",I,"Canadian Free Trade Agreement (CFTA)","Accord de libre-échange canadien (ALEC)","SOUTHERN SEED TECHNOLOGY LTD","Southern Seed Technology Limited","Southern Seed Technology Limited",Leeston,N/A,8151,"New Zealand","5 to 9 employees","5 à 9 employés",1125000.00,4,"Agriculture and Agri-Food Canada","Agriculture et Agroalimentaire Canada","R&D CENTRE","CENTRE  DE R.ET D.","BOX 1030, 1 AIRPORT RD","GATE 4","SWIFT CURRENT",Saskatchewan,S9H3X2,Canada,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",,,,"2023-05-24 22:50:51"
