Year,Site code,Site name,Nation,Number of cases,"Surgery on day of, or day after, admission (n)","Surgery on day of, or day after, admission (d)","Surgery on day of, or day after, admission (%)",Surgery supervised by consultant surgeon and anaesthetist (n),Surgery supervised by consultant surgeon and anaesthetist (d),Surgery supervised by consultant surgeon and anaesthetist (%),General anaesthetic (n),General anaesthetic (d),General anaesthetic (%),General anaesthetic and nerve block (of all GA)(n),General anaesthetic and nerve block (of all GA) (d),General anaesthetic and nerve block (of all GA) (%),Spinal anaesthetic (n),Spinal anaesthetic (d),Spinal anaesthetic (%),Spinal anaesthetic and nerve block (of all SA) (n),Spinal anaesthetic and nerve block (of all SA) (d),Spinal anaesthetic and nerve block (of all SA) (%),Proportion of arthroplasties which are cemented (n),Proportion of arthroplasties which are cemented (d),Proportion of arthroplasties which are cemented (%),Eligible displaced intracapsular fractures treated with THR (n),Eligible displaced intracapsular fractures treated with THR (d),Eligible displaced intracapsular fractures treated with THR (%),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (n),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (d),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (%),Subtrochanteric fractures treated with an IM nail (n),Subtrochanteric fractures treated with an IM nail (d),Subtrochanteric fractures treated with an IM nail (%),NICE compliant surgery (n),NICE compliant surgery (d),NICE compliant surgery (%),Admitted to orthopaedic ward within 4 hours (n),Admitted to orthopaedic ward within 4 hours (d),Admitted to orthopaedic ward within 4 hours (%),Mental test score recorded on admission (n),Mental test score recorded on admission (d),Mental test score recorded on admission (%),Perioperative medical assessment (n),Perioperative medical assessment (d),Perioperative medical assessment (%),Physiotherapy assessment by the day after surgery (n),Physiotherapy assessment by the day after surgery (d),Physiotherapy assessment by the day after surgery (%),Mobilised out of bed by the day after surgery (n),Mobilised out of bed by the day after surgery (d),Mobilised out of bed by the day after surgery (%),Nutritional risk assessment (n),Nutritional risk assessment (d),Nutritional risk assessment (%),Delirium assessment (n),Delirium assessment (d),Delirium assessment (%),Not delirious when tested post-op. (n),Not delirious when tested post-op. (d),Not delirious when tested post-op. (%),Received falls assessment (n),Received falls assessment (d),Received falls assessment (%),Received bone health assessment (n),Received bone health assessment (d),Received bone health assessment (%),Met best practice criteria (n),Met best practice criteria (d),Met best practice criteria (%),Case ascertainment: total cases compared to last year (n),Case ascertainment: total cases compared to last year (d),Case ascertainment: total cases compared to last year (%),Acute length of stay (days),Overall hospital length of stay (days),Documented final discharge destination (n),Documented final discharge destination (d),Documented final discharge destination (%),Discharge to original residence within 120 days (n),Discharge to original residence within 120 days (d),Discharge to original residence within 120 days (%),Hip fractures which were sustained as an inpatient (n),Hip fractures which were sustained as an inpatient (d),Hip fractures which were sustained as an inpatient (%),Documented not to have developed a pressure ulcer (n),Documented not to have developed a pressure ulcer (d),Documented not to have developed a pressure ulcer (%),Documented not to have had a reoperation within 120 days (n),Documented not to have had a reoperation within 120 days (d),Documented not to have had a reoperation within 120 days (%),120 day follow up (n),120 day follow up (d),120 day follow up (%),Crude 30 day mortality rate (n),Crude 30 day mortality rate (d),Crude 30 day mortality rate (%),Adjusted 30 day mortality rate (%)
2023,NTH,Northampton General Hospital,England,406,255,400,64,206,400,52,150,400,38,25,150,17,266,400,67,25,266,9,226,231,98,34,103,33,104,125,83,6,8,75,296,396,75,0,397,0,394,406,97,373,406,92,340,400,85,260,400,65,370,406,91,383,400,96,307,400,77,390,406,96,402,406,99,177,400,44,406,416,98,20,20,354,406,87,301,406,74,7,406,2,375,406,92,226,406,56,135,375,36,23,406,6,5
2023,NUN,George Eliot Hospital,England,336,159,326,49,49,326,15,90,326,28,78,90,87,239,326,73,215,239,90,176,176,100,*,70,*,52,115,45,21,22,96,193,326,59,7,332,2,332,336,99,315,336,94,318,326,98,265,326,81,318,336,95,318,326,98,242,326,74,333,336,99,329,336,98,141,326,43,336,312,108,17,22,332,336,99,269,336,80,*,340,*,280,336,83,14,336,4,191,306,62,21,336,6,5
2023,OHM,Royal Oldham Hospital,England,421,272,415,66,362,415,87,128,415,31,52,128,41,290,415,70,66,290,23,149,193,77,31,103,30,45,129,35,6,6,100,199,415,48,13,410,3,421,421,100,387,421,92,413,415,100,405,415,98,420,421,100,412,415,99,334,415,81,418,421,99,395,421,94,246,415,59,421,414,102,17,26,410,421,97,338,421,80,8,421,2,341,421,81,0,421,0,114,374,31,32,421,8,6
2023,OLD,Queens Hospital Romford,England,542,358,532,67,531,532,100,332,532,62,112,332,34,246,532,46,75,246,31,202,249,81,24,105,23,124,130,95,101,102,99,395,526,75,100,522,19,511,542,94,441,542,81,527,532,99,520,532,98,518,542,96,515,532,97,411,532,77,536,542,99,470,542,87,250,532,47,542,500,108,17,17,446,542,82,374,542,69,10,542,2,471,542,87,305,542,56,*,510,*,28,542,5,5
2023,PAH,Princess Alexandra Hospital,England,360,278,354,79,234,354,66,83,354,23,72,83,87,268,354,76,261,268,97,186,188,99,16,88,18,84,144,58,*,*,*,216,353,61,32,347,9,355,360,99,346,360,96,348,354,98,333,354,94,358,360,99,352,354,99,260,354,73,352,360,98,352,360,98,263,354,74,360,347,104,18,18,277,360,77,242,360,67,12,360,3,288,360,80,145,360,40,0,341,0,18,360,5,4
2023,PCH,Prince Charles Hospital,Wales,217,148,212,70,141,212,67,108,212,51,77,108,71,106,212,50,83,106,78,33,94,35,*,20,*,54,77,70,14,14,100,109,194,56,42,199,21,123,217,57,0,217,0,206,212,97,147,212,69,217,217,100,*,215,*,*,215,*,*,217,*,29,217,13,0,212,0,217,269,81,22,36,195,217,90,154,217,71,16,217,7,210,217,97,0,217,0,0,174,0,14,217,6,7
2023,PET,Peterborough City Hospital,England,693,279,685,41,681,685,99,274,685,40,176,274,64,414,685,60,251,414,61,294,298,99,41,124,33,9,270,3,10,11,91,306,684,45,46,665,7,681,693,98,644,693,93,683,685,100,601,685,88,690,693,100,666,685,97,535,685,78,685,693,99,682,693,98,262,685,38,693,723,96,15,16,629,693,91,537,693,78,22,693,3,507,693,73,0,693,0,0,651,0,47,693,7,6
2023,PGH,Poole General Hospital,England,924,389,912,43,223,912,25,794,912,87,665,794,84,128,912,14,0,128,0,401,407,99,81,211,38,143,327,44,19,20,95,581,907,64,104,902,12,911,924,99,922,924,100,862,912,95,741,912,81,921,924,100,885,912,97,766,912,84,919,924,100,911,924,99,358,912,39,924,943,98,17,18,800,924,87,637,924,69,18,924,2,880,924,95,459,924,50,374,868,43,54,924,6,5
2023,PIL,Pilgrim Hospital,England,437,231,427,54,402,427,94,105,427,25,18,105,17,331,427,78,44,331,13,175,214,82,16,85,19,119,147,81,17,26,65,273,407,67,33,425,8,372,437,85,386,437,88,416,427,97,298,427,70,432,437,99,415,427,97,330,427,77,423,437,97,428,437,98,181,427,42,437,437,100,18,18,409,437,94,340,437,78,6,437,1,425,437,97,226,437,52,106,413,26,27,437,6,5
2023,PIN,Pinderfields General Hospital,England,580,395,570,69,305,570,54,252,570,44,232,252,92,321,570,56,271,321,84,300,305,98,15,102,15,114,179,64,40,43,93,405,569,71,22,554,4,577,580,100,551,580,95,566,570,99,423,570,74,580,580,100,565,570,99,394,570,69,578,580,100,575,580,99,380,570,67,580,606,96,15,25,541,580,93,393,580,68,14,580,2,540,580,93,22,580,4,43,531,8,40,580,7,5
2023,PLY,Derriford Hospital,England,607,194,601,32,598,601,100,335,601,56,239,335,71,281,601,47,157,281,56,231,329,70,18,152,12,111,132,84,20,27,74,315,597,53,49,567,9,591,607,97,566,607,93,589,601,98,530,601,88,587,607,97,583,601,97,418,601,70,599,607,99,594,607,98,181,601,30,607,563,108,16,23,529,607,87,418,607,69,15,607,3,599,607,99,*,610,*,160,575,28,25,607,4,4
2023,PMS,The Great Western Hospital,England,430,280,425,66,249,425,59,146,425,34,118,146,81,276,425,65,232,276,84,224,224,100,19,99,19,107,109,98,21,22,96,342,425,81,27,417,7,424,430,99,399,430,93,423,425,100,398,425,94,419,430,97,412,425,97,283,425,67,425,430,99,426,430,99,259,425,61,430,425,101,13,18,392,430,91,307,430,71,6,430,1,412,430,96,209,430,49,190,392,49,43,430,10,9
2023,POW,Princess Of Wales Hospital,Wales,219,134,213,63,92,213,43,169,213,79,11,169,7,49,213,23,7,49,14,111,113,98,*,45,*,41,70,59,11,13,85,127,198,64,83,204,41,153,219,70,156,219,71,185,213,87,157,213,74,213,219,97,192,213,90,157,213,74,187,219,85,186,219,85,58,213,27,219,275,80,25,28,203,219,93,155,219,71,8,219,4,213,219,97,94,219,43,92,174,53,20,219,9,10
2023,QAP,Queen Alexandra Hospital,England,729,564,717,79,608,717,85,399,717,56,239,399,60,321,717,45,208,321,65,330,377,88,43,178,24,133,217,61,46,46,100,468,717,65,80,710,11,729,729,100,727,729,100,711,717,99,666,717,93,729,729,100,716,717,100,592,717,83,724,729,99,723,729,99,559,717,78,729,767,95,18,18,697,729,96,590,729,81,19,729,3,712,729,98,597,729,82,554,694,80,28,729,4,3
2023,QEB,"Queen Elizabeth Hospital, Edgbaston",England,62,18,54,33,53,54,98,34,54,63,15,34,44,9,54,17,*,10,*,22,28,79,*,*,*,8,17,47,*,*,*,24,40,60,0,48,0,61,62,98,48,62,77,51,54,94,34,54,63,62,62,100,50,54,93,32,54,59,62,62,100,58,62,94,15,54,28,62,55,113,15,18,45,62,73,34,62,55,11,62,18,57,62,92,0,62,0,0,45,0,6,62,10,10
2023,QEG,"Queen Elizabeth Hospital, Gateshead",England,320,267,308,87,280,308,91,265,308,86,252,265,95,43,308,14,33,43,77,167,176,95,13,67,19,58,70,83,15,15,100,233,308,76,63,298,21,320,320,100,310,320,97,304,308,99,238,308,77,319,320,100,305,308,99,232,308,75,320,320,100,319,320,100,261,308,85,320,337,95,15,19,319,320,100,262,320,82,15,320,5,313,320,98,246,320,77,166,296,56,24,320,8,6
2023,QEQ,Queen Elizabeth the Queen Mother Hospital,England,533,374,519,72,295,519,57,169,519,33,127,169,75,350,519,67,145,350,41,229,265,86,20,153,13,57,173,33,12,12,100,245,512,48,25,524,5,508,533,95,459,533,86,481,519,93,349,519,67,446,533,84,498,519,96,373,519,72,471,533,88,517,533,97,247,519,48,533,498,107,16,17,499,533,94,409,533,77,9,533,2,499,533,94,0,533,0,302,493,61,34,533,6,8
2023,QKL,Queen Elizabeth Hospital (King's Lynn),England,469,260,465,56,246,465,53,325,465,70,281,325,87,140,465,30,108,140,77,242,245,99,18,97,19,111,128,87,31,35,89,360,463,78,68,461,15,460,469,98,448,469,96,429,465,92,395,465,85,441,469,94,424,465,91,357,465,77,462,469,99,458,469,98,207,465,45,469,441,106,19,19,454,469,97,387,469,83,7,469,2,461,469,98,0,469,0,194,441,44,32,469,7,5
2023,RAD,John Radcliffe Hospital,England,526,201,498,40,371,498,75,256,498,51,148,256,58,246,498,49,23,246,9,262,270,97,14,95,15,129,157,82,18,19,95,384,496,77,11,510,2,521,526,99,510,526,97,448,498,90,432,498,87,482,526,92,481,498,97,327,498,66,517,526,98,518,526,99,167,498,34,526,515,102,14,14,421,526,80,276,526,53,12,526,2,505,526,96,327,526,62,24,493,5,47,526,9,9
2023,RBE,Royal Berkshire Hospital,England,459,252,439,57,227,439,52,332,439,76,176,332,53,118,439,27,0,118,0,211,233,91,41,109,38,113,136,83,24,27,89,330,438,75,101,445,23,452,459,99,455,459,99,433,439,99,358,439,82,456,459,99,433,439,99,324,439,74,456,459,99,455,459,99,242,439,55,459,514,89,15,16,386,459,84,319,459,70,13,459,3,451,459,98,424,459,92,143,431,33,25,459,5,4
2023,RCH,Royal Cornwall Hospital,England,738,349,724,48,287,724,40,191,724,26,164,191,86,560,724,77,439,560,78,340,342,99,80,188,43,149,189,79,46,47,98,540,702,77,180,712,25,667,738,90,685,738,93,712,724,98,513,724,71,661,738,90,669,724,92,512,724,71,730,738,99,726,738,98,263,724,36,738,700,105,12,15,547,738,74,415,738,56,25,738,3,732,738,99,0,738,0,257,675,38,55,738,7,6
2023,RDE,Royal Devon & Exeter Hospital,England,627,332,605,55,471,605,78,351,605,58,214,351,61,281,605,46,35,281,13,333,339,98,48,142,34,103,167,62,35,39,90,445,604,74,76,603,13,612,627,98,617,627,98,600,605,99,528,605,87,611,627,97,578,605,96,409,605,68,624,627,100,625,627,100,303,605,50,627,605,104,11,17,625,627,100,516,627,82,10,627,2,621,627,99,503,627,80,463,587,79,40,627,6,5
2023,RFH,Royal Free Hospital,England,198,41,191,22,148,191,78,147,191,77,59,147,40,44,191,23,8,44,18,98,98,100,9,37,24,51,63,81,16,16,100,142,180,79,*,190,*,167,198,84,166,198,84,170,191,89,100,191,52,187,198,94,140,191,73,103,191,54,180,198,91,166,198,84,18,191,9,198,131,151,21,22,121,198,61,97,198,49,10,198,5,186,198,94,0,198,0,0,188,0,8,198,4,3
2023,RGH,Royal Glamorgan,Wales,250,159,245,65,41,245,17,165,245,67,124,165,75,84,245,34,49,84,58,123,125,98,*,40,*,42,46,91,19,19,100,154,191,81,27,233,12,117,250,47,0,250,0,222,245,91,162,245,66,213,250,85,46,245,19,39,245,16,7,250,3,25,250,10,0,245,0,250,275,91,32,44,226,250,90,168,250,67,12,250,5,245,250,98,0,250,0,0,188,0,16,250,6,7
2023,RLI,Royal Lancaster Infirmary,England,320,183,314,58,151,314,48,194,314,62,58,194,30,113,314,36,10,113,9,150,167,90,13,63,21,62,93,67,8,12,67,201,307,66,96,308,31,277,320,87,278,320,87,305,314,97,236,314,75,317,320,99,298,314,95,204,314,65,317,320,99,306,320,96,138,314,44,320,317,101,20,22,310,320,97,237,320,74,9,320,3,223,320,70,0,320,0,0,297,0,27,320,8,10
2023,ROT,Rotherham General Hospital,England,291,212,291,73,271,291,93,71,291,24,31,71,44,233,291,80,21,233,9,146,155,94,21,43,49,82,87,94,*,*,*,252,289,87,30,281,11,291,291,100,256,291,88,289,291,99,210,291,72,291,291,100,291,291,100,278,291,96,290,291,100,282,291,97,187,291,64,291,270,108,14,14,248,291,85,200,291,69,8,291,3,290,291,100,275,291,95,152,272,56,24,291,8,4
2023,RPH,Royal Preston Hospital,England,469,163,469,35,307,469,66,183,469,39,103,183,56,297,469,63,76,297,26,262,264,99,32,104,31,86,159,54,15,17,88,311,469,66,24,457,5,469,469,100,450,469,96,377,469,80,373,469,80,469,469,100,469,469,100,369,469,79,469,469,100,469,469,100,128,469,27,469,481,98,14,14,442,469,94,331,469,71,9,469,2,448,469,96,383,469,82,328,447,73,28,469,6,5
2023,RSC,Royal Sussex County Hospital,England,666,510,663,77,663,663,100,77,663,12,64,77,83,605,663,91,460,605,76,265,268,99,96,161,60,*,190,*,23,25,92,402,660,61,149,644,23,654,666,98,599,666,90,655,663,99,544,663,82,633,666,95,640,663,97,516,663,78,644,666,97,645,666,97,455,663,69,666,646,103,17,18,474,666,71,425,666,64,19,666,3,617,666,93,0,666,0,101,633,16,28,666,4,4
2023,RSS,Royal Shrewsbury Hospital,England,398,202,375,54,292,375,78,218,375,58,54,218,25,166,375,44,17,166,10,188,223,84,9,90,10,112,124,90,15,21,71,251,374,67,*,380,*,395,398,99,326,398,82,371,375,99,280,375,75,394,398,99,371,375,99,319,375,85,393,398,99,392,398,99,181,375,48,398,423,94,13,15,271,398,68,207,398,52,12,398,3,395,398,99,*,400,*,121,385,31,18,398,5,4
2023,RSU,Royal Surrey County Hospital,England,373,256,371,69,222,371,60,254,371,69,132,254,52,168,371,45,22,168,13,207,208,100,27,98,28,54,79,68,36,39,92,264,365,72,11,369,3,340,373,91,366,373,98,369,371,100,306,371,83,347,373,93,313,371,84,236,371,64,370,373,99,368,373,99,189,371,51,373,388,96,10,20,364,373,98,292,373,78,*,370,*,323,373,87,8,373,2,49,354,14,17,373,5,5
2023,RUS,Russells Hall Hospital,England,546,283,527,54,495,527,94,118,527,22,69,118,59,427,527,81,215,427,50,280,283,99,18,121,15,142,181,79,13,20,65,376,527,71,9,536,2,546,546,100,538,546,99,519,527,99,413,527,78,546,546,100,523,527,99,408,527,77,539,546,99,538,546,99,279,527,53,546,556,98,20,20,507,546,93,374,546,69,8,546,2,525,546,96,349,546,64,355,494,72,36,546,7,7
2023,RVN,Royal Victoria Infirmary,England,481,396,466,85,385,466,83,396,466,85,376,396,95,73,466,16,46,73,63,217,218,100,33,88,38,133,143,93,26,27,96,396,460,86,112,450,25,435,481,90,462,481,96,458,466,98,376,466,81,463,481,96,442,466,95,310,466,67,472,481,98,472,481,98,331,466,71,481,470,102,10,23,408,481,85,328,481,68,28,481,6,437,481,91,11,481,2,10,442,2,42,481,9,5
2023,SAL,Salisbury District Hospital,England,335,267,332,80,156,332,47,272,332,82,241,272,89,54,332,16,9,54,17,182,184,99,22,87,25,86,98,88,12,13,92,249,330,76,38,317,12,335,335,100,332,335,99,332,332,100,271,332,82,335,335,100,330,332,99,280,332,84,335,335,100,335,335,100,264,332,80,335,315,106,17,18,307,335,92,246,335,73,17,335,5,335,335,100,186,335,56,196,312,63,26,335,8,9
2023,SAN,Sandwell District Hospital,England,395,219,384,57,384,384,100,34,384,9,14,34,41,355,384,92,283,355,80,155,167,93,26,85,31,51,157,33,9,10,90,197,382,52,17,372,5,384,395,97,362,395,92,370,384,96,290,384,76,330,395,84,367,384,96,269,384,70,386,395,98,386,395,98,160,384,42,395,422,94,15,20,356,395,90,296,395,75,16,395,4,386,395,98,0,395,0,0,368,0,35,395,9,12
2023,SCA,Scarborough General Hospital,England,325,161,319,51,241,319,76,177,319,56,92,177,52,137,319,43,42,137,31,178,181,98,13,61,21,78,85,92,16,17,94,242,303,80,11,313,4,266,325,82,183,325,56,299,319,94,264,319,83,313,325,96,259,319,81,196,319,61,299,325,92,298,325,92,76,319,24,325,292,111,13,19,282,325,87,230,325,71,7,325,2,205,325,63,0,325,0,0,312,0,13,325,4,3
2023,SCM,James Cook University Hospital,England,508,347,486,71,471,486,97,352,486,72,130,352,37,143,486,29,31,143,22,282,289,98,30,108,28,118,152,78,20,25,80,362,481,75,87,488,18,496,508,98,486,508,96,471,486,97,347,486,71,505,508,99,447,486,92,362,486,75,502,508,99,499,508,98,301,486,62,508,475,107,13,22,480,508,95,365,508,72,19,508,4,322,508,63,0,508,0,83,474,18,25,508,5,4
2023,SCU,Scunthorpe General Hospital,England,245,141,245,58,194,245,79,100,245,41,48,100,48,152,245,62,69,152,45,123,128,96,13,52,25,50,59,85,43,46,94,186,243,77,26,238,11,245,245,100,237,245,97,243,245,99,218,245,89,244,245,100,244,245,100,180,245,74,243,245,99,244,245,100,138,245,56,245,219,112,14,14,187,245,76,136,245,56,7,245,3,243,245,99,222,245,91,63,226,28,16,245,7,6
2023,SEH,Southend Hospital,England,479,195,440,44,237,440,54,182,440,41,120,182,66,249,440,57,200,249,80,242,248,98,31,90,34,95,125,76,15,18,83,307,407,75,36,451,8,331,479,69,361,479,75,430,440,98,357,440,81,371,479,78,386,440,88,306,440,70,429,479,90,414,479,86,101,440,23,479,421,114,15,15,414,479,86,387,479,81,11,479,2,298,479,62,187,479,39,200,408,49,33,479,7,7
2023,SGH,Southampton General Hospital,England,836,141,815,17,317,815,39,491,815,60,394,491,80,337,815,41,225,337,67,394,400,99,55,198,28,19,300,6,30,30,100,347,789,44,94,801,12,739,836,88,749,836,90,805,815,99,576,815,71,830,836,99,637,815,78,511,815,63,811,836,97,811,836,97,100,815,12,836,829,101,19,20,745,836,89,579,836,69,33,836,4,807,836,97,228,836,27,413,781,53,25,836,3,2
2023,SHC,St Helier Hospital,England,452,413,446,93,391,446,88,352,446,79,270,352,77,90,446,20,7,90,8,230,242,95,12,91,13,66,100,66,15,16,94,314,446,70,9,434,2,452,452,100,451,452,100,445,446,100,379,446,85,452,452,100,444,446,100,364,446,82,452,452,100,452,452,100,412,446,92,452,487,93,21,22,409,452,91,347,452,77,11,452,2,443,452,98,223,452,49,153,432,35,13,452,3,2
2023,SHH,Stepping Hill Hospital,England,432,230,423,54,240,423,57,394,423,93,298,394,76,28,423,7,14,28,50,190,192,99,18,76,24,147,150,98,19,20,95,349,420,83,*,415,*,414,432,96,284,432,66,414,423,98,304,423,72,417,432,97,400,423,95,326,423,77,429,432,99,428,432,99,149,423,35,432,444,97,23,24,382,432,88,270,432,63,9,432,2,405,432,94,296,432,69,0,412,0,16,432,4,3
2023,SLF,Salford Royal,England,319,164,315,52,231,315,73,224,315,71,195,224,87,96,315,31,89,96,93,154,156,99,30,59,51,63,101,62,17,19,90,233,305,76,23,300,8,291,319,91,305,319,96,302,315,96,191,315,61,318,319,100,309,315,98,223,315,71,317,319,99,312,319,98,139,315,44,319,328,97,19,29,287,319,90,239,319,75,19,319,6,317,319,99,0,319,0,0,278,0,18,319,6,3
2023,SMV,Stoke Mandeville Hospital,England,409,210,403,52,393,403,98,257,403,64,247,257,96,153,403,38,149,153,97,184,185,100,42,87,48,82,100,82,18,18,100,330,401,82,8,393,2,404,409,99,362,409,89,400,403,99,320,403,79,388,409,95,387,403,96,304,403,75,404,409,99,394,409,96,174,403,43,409,384,107,18,22,391,409,96,325,409,80,8,409,2,383,409,94,382,409,93,149,382,39,21,409,5,3
2023,SOU,Southport and Formby District General,England,325,200,306,65,306,306,100,284,306,93,77,284,27,26,306,9,12,26,46,166,171,97,17,78,22,53,85,62,11,14,79,201,303,66,54,314,17,322,325,99,129,325,40,305,306,100,303,306,99,325,325,100,295,306,96,215,306,70,318,325,98,182,325,56,91,306,30,325,337,96,11,21,319,325,98,257,325,79,9,325,3,324,325,100,57,325,18,170,315,54,15,325,5,5
2023,SPH,St Peter's Hospital,England,396,265,392,68,370,392,94,389,392,99,273,389,70,29,392,7,6,29,21,204,215,95,38,110,35,7,124,6,13,13,100,188,386,49,14,389,4,377,396,95,385,396,97,388,392,99,357,392,91,391,396,99,385,392,98,270,392,69,392,396,99,388,396,98,238,392,61,396,435,91,14,14,335,396,85,253,396,64,6,396,2,386,396,98,0,396,0,109,364,30,25,396,6,7
2023,STD,South Tyneside District Hospital,England,232,174,231,75,129,231,56,38,231,17,7,38,18,198,231,86,54,198,27,115,117,98,8,48,17,54,67,81,12,12,100,166,224,74,76,225,34,214,232,92,209,232,90,230,231,100,202,231,87,232,232,100,216,231,94,162,231,70,230,232,99,226,232,97,138,231,60,232,222,105,15,17,191,232,82,157,232,68,7,232,3,198,232,85,113,232,49,110,218,51,16,232,7,8
2023,STH,St Thomas Hospital,England,254,119,250,48,204,250,82,164,250,66,98,164,60,96,250,38,20,96,21,81,121,67,24,62,39,31,55,56,17,21,81,124,231,54,48,247,19,216,254,85,232,254,91,249,250,100,228,250,91,254,254,100,230,250,92,167,250,67,253,254,100,251,254,99,95,250,38,254,253,100,17,18,247,254,97,226,254,89,*,255,*,246,254,97,46,254,18,41,247,17,7,254,3,3
2023,STM,"St Marys Hospital, Paddington",England,209,118,208,57,139,208,67,86,208,41,63,86,73,126,208,61,61,126,48,98,98,100,8,46,17,44,55,80,16,16,100,150,201,75,12,187,6,177,209,85,183,209,88,199,208,96,136,208,65,189,209,90,161,208,77,114,208,55,207,209,99,206,209,99,66,208,32,209,231,91,7,17,173,209,83,147,209,70,15,209,7,197,209,94,100,209,48,91,195,47,8,209,4,4
2023,STO,University Hospital of North Staffordshire,England,689,314,635,49,326,635,51,528,635,83,145,528,28,146,635,23,38,146,26,334,346,97,18,155,12,221,245,90,28,44,64,444,625,71,22,668,3,629,689,91,601,689,87,629,635,99,554,635,87,622,689,90,629,635,99,485,635,76,673,689,98,651,689,95,223,635,35,689,748,92,16,17,532,689,77,444,689,64,15,689,2,667,689,97,0,689,0,0,642,0,42,689,6,4
2023,STR,St Richards Hospital,England,429,292,413,71,268,413,65,392,413,95,44,392,11,145,413,35,*,150,*,244,245,100,34,76,45,81,130,62,17,19,90,312,403,77,25,416,6,386,429,90,392,429,91,405,413,98,344,413,83,426,429,99,375,413,91,311,413,75,417,429,97,408,429,95,240,413,58,429,407,105,19,20,390,429,91,326,429,76,9,429,2,420,429,98,*,430,*,205,395,52,22,429,5,4
2023,SUN,Sunderland Royal Hospital,England,454,374,447,84,363,447,81,211,447,47,88,211,42,237,447,53,125,237,53,227,227,100,25,104,24,88,104,85,17,18,94,335,446,75,43,427,10,453,454,100,454,454,100,445,447,100,443,447,99,452,454,100,445,447,100,304,447,68,452,454,100,448,454,99,368,447,82,454,408,111,19,21,436,454,96,358,454,79,12,454,3,427,454,94,294,454,65,322,412,78,29,454,6,7
2023,TGA,Tameside General Hospital,England,277,122,262,47,262,262,100,8,262,3,*,10,*,248,262,95,*,250,*,101,129,78,15,51,29,27,145,19,*,*,*,105,262,40,78,250,31,276,277,100,261,277,94,261,262,100,239,262,91,274,277,99,257,262,98,229,262,87,266,277,96,263,277,95,114,262,44,277,292,95,22,32,260,277,94,198,277,72,8,277,3,269,277,97,*,280,*,51,248,21,26,277,9,7
2023,TLF,"Princess Royal Hospital, Telford",England,262,124,245,51,157,245,64,200,245,82,174,200,87,58,245,24,*,60,*,137,141,97,10,58,17,61,84,73,8,9,89,168,245,69,*,250,*,262,262,100,213,262,81,245,245,100,209,245,85,262,262,100,245,245,100,160,245,65,260,262,99,260,262,99,108,245,44,262,270,97,16,17,216,262,82,134,262,51,*,260,*,238,262,91,0,262,0,0,247,0,17,262,6,7
2023,TOR,Torbay Hospital,England,525,277,519,53,347,519,67,312,519,60,283,312,91,229,519,44,173,229,76,245,245,100,37,128,29,135,194,70,15,17,88,356,511,70,33,500,7,511,525,97,498,525,95,500,519,96,395,519,76,524,525,100,507,519,98,427,519,82,523,525,100,515,525,98,253,519,49,525,532,99,11,19,507,525,97,422,525,80,23,525,4,520,525,99,25,525,5,192,490,39,33,525,6,6
2023,TUN,Tunbridge Wells Hospital,England,600,356,595,60,91,595,15,60,595,10,28,60,47,544,595,91,184,544,34,275,275,100,30,122,25,118,145,81,50,50,100,453,573,79,18,593,3,530,600,88,595,600,99,594,595,100,474,595,80,577,600,96,469,595,79,393,595,66,600,600,100,598,600,100,230,595,39,600,607,99,15,15,446,600,74,392,600,65,6,600,1,563,600,94,0,600,0,0,575,0,34,600,6,7
2023,UCL,University College Hospital,England,127,90,124,73,78,124,63,54,124,44,31,54,57,70,124,57,36,70,51,36,45,80,23,41,56,17,35,49,*,*,*,77,122,63,38,118,32,122,127,96,117,127,92,122,124,98,89,124,72,127,127,100,93,124,75,77,124,62,127,127,100,118,127,93,61,124,49,127,148,86,17,17,102,127,80,86,127,68,9,127,7,120,127,95,0,127,0,0,115,0,6,127,5,4
2023,UHC,University Hospital Coventry,England,560,318,542,59,542,542,100,442,542,82,410,442,93,95,542,18,79,95,83,279,287,97,26,129,20,113,191,59,13,14,93,348,534,65,49,548,9,544,560,97,468,560,84,542,542,100,542,542,100,548,560,98,504,542,93,382,542,71,555,560,99,534,560,95,257,542,47,560,568,99,10,19,559,560,100,494,560,88,10,560,2,556,560,99,353,560,63,346,523,66,36,560,6,7
2023,UHN,University Hospital Queens Medical Centre,England,782,408,764,53,513,764,67,521,764,68,503,521,97,240,764,31,227,240,95,324,331,98,26,120,22,206,266,77,43,44,98,595,748,80,9,765,1,767,782,98,746,782,95,746,764,98,612,764,80,776,782,99,742,764,97,559,764,73,760,782,97,768,782,98,373,764,49,782,811,96,17,20,609,782,78,524,782,67,17,782,2,750,782,96,124,782,16,71,725,10,53,782,7,7
2023,UHW,University Hospital of Wales,Wales,499,313,454,69,283,454,62,311,454,69,117,311,38,147,454,32,44,147,30,228,234,97,22,102,22,77,103,75,33,39,85,328,440,75,196,464,42,452,499,91,464,499,93,486,454,107,405,454,89,466,499,93,360,454,79,261,454,58,493,499,99,483,499,97,188,454,41,499,532,94,31,33,468,499,94,372,499,75,28,499,6,448,499,90,0,499,0,83,421,20,32,499,6,7
