,PUMA Number,PUMA Name,Latitude,Longitude,Elevation,Time Zone
1354,G35001001,Do??a Ana County (Outer) PUMA,32.359,-106.835,1193,-7
1355,G35001002,"Do??a Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",32.355,-106.682,1374,-7
1356,G35001100,Central Southeast New Mexico PUMA,33.163,-105.222,1850,-7
1357,G35001200,Far Southeast New Mexico PUMA,32.635,-103.839,1064,-7
1358,G35000100,Northwest New Mexico--Navajo Nation PUMA,35.62,-108.224,2252,-7
1359,G35000200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA",36.84,-107.999,1757,-7
1360,G35000300,North Central New Mexico PUMA,36.102,-105.688,2705,-7
1361,G35000400,Eastern Plains New Mexico PUMA,36.126,-103.589,1558,-7
1362,G35000804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35.128,-106.645,1515,-7
1363,G35000500,Santa Fe County PUMA,35.514,-105.966,1996,-7
1364,G35000600,Sandoval County PUMA,35.685,-106.883,2004,-7
1365,G35000700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA",34.803,-106.707,1479,-7
1366,G35000801,Albuquerque City (Far Northeast Heights) PUMA,35.162,-106.52,1761,-7
1367,G35000802,Albuquerque City (Near Northeast Heights) PUMA,35.108,-106.546,1652,-7
1368,G35000803,Albuquerque City (Southeast Heights) PUMA,35.008,-106.564,1625,-7
1369,G36001206,Erie County (West Central)--Buffalo City (West) PUMA,42.93,-78.883,183,-5
1370,G36001801,Saratoga County (South & Central) PUMA,42.942,-73.785,51,-5
1371,G36003104,Westchester County (Southeast) PUMA,40.973,-73.706,11,-5
1372,G36003106,Westchester County (Southwest)--Yonkers City PUMA,40.946,-73.867,98,-5
1373,G36003202,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,40.882,-73.559,25,-5
1374,G36003207,Nassau County (Central)--Hempstead Town (Northeast) PUMA,40.721,-73.534,22,-5
1375,G36003301,Suffolk County (Northwest)--Huntington Town (North) PUMA,40.899,-73.396,44,-5
1376,G36003303,Suffolk County (Northwest)--Smithtown Town PUMA,40.87,-73.217,33,-5
1377,G36003306,Suffolk County (South Central)--Brookhaven Town (South) PUMA,40.784,-72.901,4,-5
1378,G36003309,Suffolk County (Central)--Islip Town (East) PUMA,40.778,-73.112,23,-5
1379,G36003312,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,40.66,-73.317,0,-5
1380,G36000704,Cayuga & Onondaga (South) Counties PUMA,42.894,-76.54,217,-5
1381,G36004005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",40.672,-74.002,3,-5
1382,G36003810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",40.712,-74.012,5,-5
1383,G36003806,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,40.785,-73.975,26,-5
1384,G36003801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",40.859,-73.933,54,-5
1385,G36003701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",40.891,-73.91,64,-5
1386,G36002902,Orange County (Northwest) PUMA,41.445,-74.465,221,-5
1387,G36002402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",42.292,-77.244,332,-5
1388,G36001205,Erie County (West Central)--Buffalo City (East) PUMA,42.887,-78.834,184,-5
1389,G36002600,Chautauqua County PUMA,42.304,-79.408,497,-5
1390,G36000600,Oswego County PUMA,43.461,-76.209,124,-5
1391,G36000901,Monroe County (East) PUMA,43.202,-77.468,135,-5
1392,G36003210,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,40.618,-73.587,1,-5
1393,G36004018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,40.576,-73.998,3,-5
1394,G36002801,Dutchess County (North & East) PUMA,41.805,-73.718,151,-5
1395,G36004114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",40.562,-73.869,0,-5
1396,G36003903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",40.629,-74.112,46,-5
1397,G36004013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,40.626,-74.032,26,-5
1398,G36004012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,40.653,-74.011,4,-5
1399,G36004008,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,40.664,-73.877,5,-5
1400,G36003805,NYC-Manhattan Community District 8--Upper East Side PUMA,40.77,-73.953,8,-5
1401,G36000100,St. Lawrence County PUMA,44.488,-75.074,225,-5
1402,G36000200,"Clinton, Franklin, Essex & Hamilton Counties PUMA",44.206,-74.046,752,-5
1403,G36000300,Warren & Washington Counties PUMA,43.44,-73.637,98,-5
1404,G36000401,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,43.414,-75.148,370,-5
1405,G36000402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,43.14,-75.389,211,-5
1406,G36000403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",42.667,-74.865,384,-5
1407,G36000500,Jefferson & Lewis Counties PUMA,43.914,-75.803,338,-5
1408,G36000701,Onondaga County (Central)--Syracuse City PUMA,43.041,-76.144,123,-5
1409,G36000703,Onondaga County (Central)--Syracuse City (Outer) PUMA,42.993,-76.321,309,-5
1410,G36000800,Wayne & Seneca Counties PUMA,43.204,-76.996,119,-5
1411,G36000902,Monroe County (Central)--Rochester City (East) PUMA,43.166,-77.586,153,-5
1412,G36000903,Monroe County (Central)--Rochester City (West) PUMA,43.164,-77.64,158,-5
1413,G36000904,Monroe County (Central)--Greece & Gates Towns PUMA,43.226,-77.704,116,-5
1414,G36000905,Monroe County (North & West) PUMA,43.464,-77.672,75,-5
1415,G36000906,Monroe County (South) PUMA,43.04,-77.563,193,-5
1416,G36001000,Genesee & Orleans Counties PUMA,43.236,-78.216,174,-5
1417,G36001101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,43.091,-78.93,174,-5
1418,G36001102,Niagara County (North & East) PUMA,43.457,-78.793,75,-5
1419,G36001201,Erie County (Northwest) PUMA,43.003,-78.932,173,-5
1420,G36001203,Erie County (Northeast) PUMA,42.936,-78.586,234,-5
1421,G36001204,Erie County (Central) PUMA,42.874,-78.756,188,-5
1422,G36001207,Erie County (South) PUMA,42.649,-78.838,357,-5
1423,G36001300,Livingston & Wyoming Counties PUMA,42.715,-77.99,399,-5
1424,G36001600,Fulton & Montgomery Counties PUMA,43.021,-74.438,274,-5
1425,G36003708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",40.833,-73.921,16,-5
1426,G36003704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",40.856,-73.853,25,-5
1427,G36004004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,40.691,-73.976,30,-5
1428,G36001202,Erie County (North Central) PUMA,43.012,-78.757,178,-5
1429,G36003107,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,40.926,-73.799,39,-5
1430,G36003703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",40.85,-73.805,0,-5
1431,G36001802,Saratoga County (Outer) PUMA,43.138,-73.88,174,-5
1432,G36001900,Rensselaer County--Troy City PUMA,42.71,-73.514,375,-5
1433,G36002001,Albany County (East Central)--Albany City PUMA,42.67,-73.799,71,-5
1434,G36002002,Albany County (Outside Albany City) PUMA,42.603,-73.978,287,-5
1435,G36002100,Columbia & Greene Counties PUMA,42.27,-73.879,66,-5
1436,G36002201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,42.099,-75.995,267,-5
1437,G36002202,Broome (Outer West) & Tioga Counties PUMA,42.186,-76.161,425,-5
1438,G36002203,"Chenango, Delaware & Broome (East) Counties PUMA",42.286,-75.232,578,-5
1439,G36002300,Tompkins County PUMA,42.453,-76.474,270,-5
1440,G36002401,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,42.1,-76.854,444,-5
1441,G36002500,Cattaraugus & Allegany Counties PUMA,42.258,-78.387,608,-5
1442,G36002701,Sullivan & Ulster (West) Counties PUMA,41.809,-74.622,433,-5
1443,G36002702,Ulster County (East) PUMA,41.821,-74.094,109,-5
1444,G36002802,Dutchess County (Southwest) PUMA,41.579,-73.865,81,-5
1445,G36002901,Orange County (Northeast)--Greater Newburgh City PUMA,41.507,-74.099,142,-5
1446,G36002903,Orange County (Southeast) PUMA,41.291,-74.228,277,-5
1447,G36003001,Rockland County (North)--New City & Congers PUMA,41.207,-74.005,68,-5
1448,G36003002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",41.078,-73.982,59,-5
1449,G36003003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",41.153,-74.118,189,-5
1450,G36003101,Putnam County PUMA,41.428,-73.744,278,-5
1451,G36003102,Westchester County (Northwest) PUMA,41.196,-73.867,81,-5
1452,G36003103,Westchester County (Northeast) PUMA,41.242,-73.69,80,-5
1453,G36003105,Westchester County (Central)--White Plains City PUMA,41.024,-73.813,120,-5
1454,G36003201,Nassau County (Northwest)--North Hempstead Town (North) PUMA,40.817,-73.692,38,-5
1455,G36003203,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,40.769,-73.492,45,-5
1456,G36003204,Nassau County (West Central)--North Hempstead Town (South) PUMA,40.755,-73.637,33,-5
1457,G36003205,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,40.715,-73.675,23,-5
1458,G36003206,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,40.691,-73.596,13,-5
1459,G36003208,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,40.554,-73.506,0,-5
1460,G36003209,Nassau County (Central)--Hempstead Town (East Central) PUMA,40.667,-73.531,5,-5
1461,G36003211,Nassau County (West Central)--Hempstead Town (West Central) PUMA,40.675,-73.68,10,-5
1462,G36003212,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,40.607,-73.699,0,-5
1463,G36003302,Suffolk County (Northwest)--Huntington Town (South) PUMA,40.818,-73.356,92,-5
1464,G36003304,Suffolk County (North Central)--Brookhaven Town (North) PUMA,40.938,-73.007,48,-5
1465,G36003305,Suffolk County (East) PUMA,40.999,-72.489,5,-5
1466,G36003307,Suffolk County (Central)--Brookhaven Town (Central) PUMA,40.821,-73.002,28,-5
1467,G36003308,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,40.857,-73.073,31,-5
1468,G36003310,Suffolk County (Central)--Islip Town (Northwest) PUMA,40.777,-73.229,21,-5
1469,G36003311,Suffolk County (Southwest)--Islip Town (South) PUMA,40.686,-73.223,0,-5
1470,G36003313,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,40.685,-73.403,9,-5
1471,G36003702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",40.89,-73.861,41,-5
1472,G36004103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",40.778,-73.816,18,-5
1473,G36004009,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,40.613,-73.894,2,-5
1474,G36003705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",40.845,-73.887,19,-5
1475,G36004016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",40.592,-73.948,4,-5
1476,G36003802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",40.818,-73.959,7,-5
1477,G36003804,NYC-Manhattan Community District 11--East Harlem PUMA,40.794,-73.933,4,-5
1478,G36003807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",40.755,-73.996,13,-5
1479,G36003809,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,40.718,-73.983,6,-5
1480,G36003901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",40.527,-74.147,0,-5
1481,G36003902,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,40.591,-74.132,90,-5
1482,G36004007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,40.668,-73.907,13,-5
1483,G36004011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",40.661,-73.948,14,-5
1484,G36004106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",40.726,-73.796,21,-5
1485,G36004107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,40.742,-73.855,15,-5
1486,G36004110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",40.711,-73.891,25,-5
1487,G36004017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,40.606,-73.995,8,-5
1488,G36003803,NYC-Manhattan Community District 10--Central Harlem PUMA,40.814,-73.943,7,-5
1489,G36003707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",40.853,-73.909,16,-5
1490,G36003706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",40.865,-73.903,36,-5
1491,G36000702,Onondaga County (North) PUMA,43.166,-76.254,114,-5
1492,G36004104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",40.756,-73.76,15,-5
1493,G36004105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",40.724,-73.733,26,-5
1494,G36004113,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,40.668,-73.834,7,-5
1495,G36004002,NYC-Brooklyn Community District 4--Bushwick PUMA,40.697,-73.921,11,-5
1496,G36001500,Madison & Cortland Counties PUMA,42.77,-75.847,546,-5
1497,G36001700,Schenectady County--Schenectady City PUMA,42.818,-74.044,278,-5
1498,G36004014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",40.63,-73.983,15,-5
1499,G36004001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,40.719,-73.948,4,-5
1500,G36004006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,40.675,-73.944,22,-5
1501,G36003808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",40.737,-73.967,0,-5
1502,G36003710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",40.809,-73.895,4,-5
1503,G36003709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",40.821,-73.857,5,-5
1504,G36004112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",40.691,-73.778,8,-5
1505,G36004015,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,40.63,-73.959,11,-5
1506,G36004010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",40.648,-73.934,11,-5
1507,G36004111,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,40.696,-73.842,16,-5
1508,G36004003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,40.69,-73.941,16,-5
1509,G36004101,NYC-Queens Community District 1--Astoria & Long Island City PUMA,40.771,-73.915,17,-5
1510,G36004102,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,40.765,-73.875,16,-5
1511,G36004109,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,40.74,-73.921,22,-5
1512,G36001400,Ontario & Yates Counties PUMA,42.77,-77.243,335,-5
1513,G36004108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,40.723,-73.852,15,-5
1514,G37001302,Durham County (North)--Durham City (North) PUMA,36.104,-78.847,96,-5
1515,G37004100,"Lenoir, Onslow (North) & Jones Counties PUMA",35.024,-77.481,11,-5
1516,G37003102,Charlotte City (Northwest) PUMA,35.281,-80.873,231,-5
1517,G37001203,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA",35.931,-78.499,82,-5
1518,G37001801,Winston-Salem City (North) PUMA,36.138,-80.256,290,-5
1519,G37003600,Randolph County PUMA,35.71,-79.806,235,-5
1520,G37001802,Winston-Salem City (South) PUMA,36.051,-80.249,252,-5
1521,G37005003,Cumberland County (West)--Fayetteville City (West) PUMA,35.048,-79.018,69,-5
1522,G37001100,Johnston County PUMA,35.513,-78.367,36,-5
1523,G37001500,Chatham & Lee Counties PUMA,35.641,-79.237,120,-5
1524,G37001702,Greensboro City (South) PUMA,36.05,-79.848,246,-5
1525,G37002900,Iredell (South)--Mooresville Town & Statesville City PUMA,35.693,-80.876,265,-5
1526,G37003103,Charlotte City (Northeast) PUMA,35.275,-80.755,222,-5
1527,G37001201,Raleigh City (South & Central) PUMA,35.779,-78.654,108,-5
1528,G37001204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA",35.797,-78.439,85,-5
1529,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",36.166,-81.872,1196,-5
1530,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",36.315,-80.985,428,-5
1531,G37000300,Rockingham & Stokes Counties PUMA,36.394,-79.977,190,-5
1532,G37000400,"Granville, Person & Caswell Counties PUMA",36.353,-78.962,198,-5
1533,G37000500,"Franklin, Vance & Warren (West) Counties PUMA",36.23,-78.286,117,-5
1534,G37000600,"Halifax, Hertford, Northampton & Warren (East) Counties PUMA",36.34,-77.48,18,-5
1535,G37000700,Northeast Albemarle Sound Region PUMA,36.305,-76.286,4,-5
1536,G37000800,South & West Albemarle Sound & Northern Outer Banks Regions PUMA,35.708,-76.252,1,-5
1537,G37000900,Nash & Edgecombe Counties--Rocky Mount City PUMA,35.941,-77.799,33,-5
1538,G37001000,Wilson & Greene Counties--Wilson City PUMA,35.616,-77.815,22,-5
1539,G37001202,Raleigh City (North) PUMA,35.858,-78.634,122,-5
1540,G37001205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA,35.632,-78.694,94,-5
1541,G37001207,Wake County (West Central)--Cary Town PUMA,35.763,-78.782,144,-5
1542,G37001208,Wake County (Southwest)--Apex & Holly Springs Towns PUMA,35.684,-78.882,90,-5
1543,G37001301,Durham County (South)--Durham City (South) PUMA,35.935,-78.915,115,-5
1544,G37001400,Orange County--Chapel Hill Town PUMA,36.062,-79.119,238,-5
1545,G37001600,Alamance County--Burlington City PUMA,36.042,-79.4,181,-5
1546,G37001701,Greensboro City (North) PUMA,36.122,-79.823,266,-5
1547,G37001703,Guilford County (North)--Summerfield Town PUMA,36.182,-79.663,219,-5
1548,G37001704,Guilford County (South)--High Point City PUMA,35.96,-79.816,237,-5
1549,G37001900,"Davie, Yadkin & Iredell (North) Counties PUMA",36.015,-80.695,272,-5
1550,G37002000,Caldwell & Alexander Counties PUMA,35.945,-81.406,556,-5
1551,G37002100,Burke & McDowell Counties PUMA,35.716,-81.864,363,-5
1552,G37002201,Buncombe County (Southeast)--Asheville City PUMA,35.533,-82.444,818,-5
1553,G37002202,Buncombe County (Northwest) PUMA,35.72,-82.418,1092,-5
1554,G37002300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",35.578,-83.202,1265,-5
1555,G37002400,"Jackson (South), Macon, Cherokee & Clay Counties PUMA",35.174,-83.523,1065,-5
1556,G37002500,Henderson & Transylvania Counties PUMA,35.267,-82.647,635,-5
1557,G37002600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",35.346,-81.923,316,-5
1558,G37002700,Lincoln & Cleveland (East) Counties PUMA,35.439,-81.364,274,-5
1559,G37002800,Catawba County--Hickory City PUMA,35.663,-81.214,281,-5
1560,G37003001,Gaston County (Northwest)--Mount Holly City PUMA,35.307,-81.206,224,-5
1561,G37003002,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA,35.241,-81.116,224,-5
1562,G37003101,Charlotte City (Central) PUMA,35.204,-80.789,205,-5
1563,G37003104,Charlotte City (South) PUMA,35.112,-80.802,184,-5
1564,G37003105,Charlotte City (Southwest) PUMA,35.174,-80.902,204,-5
1565,G37003107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA,35.223,-80.677,227,-5
1566,G37003108,Mecklenburg County (South)--Matthews Town (South) PUMA,35.127,-80.926,192,-5
1567,G37003200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA",35.422,-80.661,207,-5
1568,G37003300,Stanley & Cabarrus (East) Counties PUMA,35.331,-80.339,151,-5
1569,G37003400,Rowan County PUMA,35.639,-80.525,227,-5
1570,G37003500,Davidson County PUMA,35.795,-80.207,226,-5
1571,G37003700,Moore & Montgomery Counties PUMA,35.33,-79.649,188,-5
1572,G37003800,Harnett County PUMA,35.369,-78.872,57,-5
1573,G37003900,Sampson & Duplin Counties PUMA,34.954,-78.172,42,-5
1574,G37004000,Wayne County PUMA,35.363,-78.005,22,-5
1575,G37004200,Pitt County--Greenville City PUMA,35.591,-77.372,17,-5
