,PUMA Number,PUMA Name,Latitude,Longitude,Elevation,Time Zone
565,G12012704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA,28.904,-81.087,6,-5
566,G12006100,Indian River County PUMA,27.701,-80.575,7,-5
567,G12007104,Lee County (Central)--Greater Fort Myers City PUMA,26.629,-81.825,6,-5
568,G12008102,Manatee County (West Central) PUMA,27.499,-82.674,3,-5
569,G12008602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA,25.947,-80.255,2,-5
570,G12008608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA",25.834,-80.405,0,-5
571,G12008612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA,25.82,-80.148,0,-5
572,G12009908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,26.378,-80.113,3,-5
573,G12010103,Pasco County (Gulf Coast) PUMA,28.275,-82.783,0,-5
574,G12010305,Pinellas County (West Central)--Greater Seminole City PUMA,27.843,-82.793,11,-5
575,G12010900,St. Johns County (North) PUMA,29.987,-81.418,9,-5
576,G12011300,Santa Rosa County PUMA,30.704,-87.014,53,-6
577,G12008500,Martin County PUMA,27.08,-80.398,8,-5
578,G12009902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,26.806,-80.051,0,-5
579,G12007101,Lee County (South & West)--Barrier Islands Region PUMA,26.542,-82.102,1,-5
580,G12009901,Palm Beach County (Northeast) PUMA,26.924,-80.172,4,-5
581,G12010700,Putnam & St. Johns (South) Counties PUMA,29.638,-81.665,21,-5
582,G12005703,Hillsborough County (Northwest) PUMA,28.076,-82.595,10,-5
583,G12009510,Orange County (Northeast) PUMA,28.526,-81.102,20,-5
584,G12009509,Orange County (Southeast) PUMA,28.414,-81.147,20,-5
585,G12009903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA,26.713,-80.084,4,-5
586,G12009906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,26.534,-80.104,5,-5
587,G12009907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,26.46,-80.115,5,-5
588,G12008614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA,25.743,-80.166,0,-5
589,G12007102,Lee County (Northwest)--Cape Coral City PUMA,26.66,-81.998,4,-5
590,G12002101,Collier County (Northwest) PUMA,26.256,-81.76,3,-5
591,G12003103,Duval County (North Central)--Jacksonville City (Arlington) PUMA,30.347,-81.571,12,-5
592,G12005702,Hillsborough County (Southwest)--Tampa City (South) PUMA,27.856,-82.505,2,-5
593,G12007103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA,26.676,-81.698,5,-5
594,G12011102,St. Lucie County (South) PUMA,27.272,-80.381,7,-5
595,G12008619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA,25.7,-80.448,2,-5
596,G12008618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA,25.741,-80.434,1,-5
597,G12008601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA,25.926,-80.361,2,-5
598,G12008303,Marion County (South Central) PUMA,29.029,-82.085,25,-5
599,G12008620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA",25.698,-80.362,1,-5
600,G12008302,Marion County (Central)--Ocala City PUMA,29.177,-82.157,14,-5
601,G12010104,Pasco County (South) PUMA,28.207,-82.386,15,-5
602,G12006903,Lake (South) & Sumter (South) Counties PUMA,28.58,-81.912,28,-5
603,G12010101,Pasco County (East Central) PUMA,28.342,-82.263,38,-5
604,G12006901,Lake County (North) PUMA,28.934,-81.564,9,-5
605,G12011701,Seminole County (West) PUMA,28.746,-81.393,7,-5
606,G12010503,Polk County (Central) PUMA,27.967,-81.852,30,-5
607,G12009507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA",28.605,-81.379,28,-5
608,G13002003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,33.829,-84.222,317,-5
609,G13002004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA,33.908,-84.309,300,-5
610,G13002100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,33.353,-84.762,285,-5
611,G13002200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA",33.11,-84.911,235,-5
612,G13002300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,33.582,-85.081,328,-5
613,G13000402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA,31.96,-81.07,3,-5
614,G13000500,Southern Georgia Regional Commission (East & Central) PUMA,31.103,-82.522,44,-5
615,G13000600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA,30.834,-83.269,63,-5
616,G13000700,Southern Georgia Regional Commission (West) PUMA,31.338,-83.398,89,-5
617,G13000800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA",31.206,-83.847,92,-5
618,G13000900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA,31.664,-84.179,67,-5
619,G13001001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA,33.925,-84.373,322,-5
620,G13001002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,34.046,-84.219,332,-5
621,G13001003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA,33.693,-84.495,284,-5
622,G13001004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA,33.589,-84.637,275,-5
623,G13001005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA,34.083,-84.33,327,-5
624,G13001006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA,33.823,-84.405,266,-5
625,G13001007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA,33.736,-84.362,286,-5
626,G13001008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA,33.676,-84.221,257,-5
627,G13001100,Southwest Georgia Regional Commission (West & Central) PUMA,31.199,-84.529,55,-5
628,G13001500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA,32.372,-83.597,100,-5
629,G13001600,Middle Georgia Regional Commission (North & Outside Bibb County) PUMA,32.92,-83.536,150,-5
630,G13001700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,32.424,-84.828,95,-5
631,G13001800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,32.215,-84.444,169,-5
632,G13001900,Three Rivers Regional Commission (East) PUMA,33.098,-84.225,227,-5
633,G13002001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA,33.743,-84.14,293,-5
634,G13002002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA,33.766,-84.286,305,-5
635,G13002600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA",34.713,-85.319,328,-5
636,G13002700,Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA,34.802,-84.969,220,-5
637,G13002800,Northwest Georgia Regional Commission (Northeast) PUMA,34.674,-84.579,434,-5
638,G13002400,Atlanta Regional Commission (South Central)--Fayette County PUMA,33.413,-84.494,238,-5
639,G13002500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA",34.073,-85.204,267,-5
640,G13004005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,33.833,-84.029,304,-5
641,G13004006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA,33.906,-84.116,288,-5
642,G13004100,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA,33.551,-82.251,105,-5
643,G13003102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA,34.34,-84.57,327,-5
644,G13003002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA,34.03,-84.648,308,-5
645,G13004200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,33.241,-82.499,146,-5
646,G13004300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA,33.589,-83.906,196,-5
647,G13004400,Atlanta Regional Commission (Southwest)--Douglas County PUMA,33.699,-84.766,351,-5
648,G13004500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA,33.921,-84.867,295,-5
649,G13002900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA,34.241,-84.838,239,-5
650,G13003001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA,33.949,-84.534,341,-5
651,G13003200,Georgia Mountains Regional Commission (North & Northwest) PUMA,34.729,-83.816,945,-5
652,G13003300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA,34.225,-84.127,362,-5
653,G13003400,Georgia Mountains Regional Commission (South Central)--Hall County PUMA,34.318,-83.818,374,-5
654,G13003500,Georgia Mountains Regional Commission (Southeast) PUMA,34.45,-83.302,278,-5
655,G13003600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,33.952,-83.367,195,-5
656,G13003003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA,33.895,-84.662,304,-5
657,G13003004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA,33.837,-84.537,282,-5
658,G13003005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,34.006,-84.462,337,-5
659,G13003101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA,34.18,-84.493,342,-5
660,G13003700,Northeast Georgia Regional Commission (East) PUMA,33.895,-83.114,221,-5
661,G13003800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,34.085,-83.608,216,-5
662,G13003900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",33.551,-83.638,208,-5
663,G13004000,Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA,33.361,-82.075,97,-5
664,G13004600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA,33.744,-84.453,303,-5
665,G13005001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,33.483,-84.349,280,-5
666,G13005002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,33.597,-84.368,275,-5
667,G13006001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,33.406,-84.125,252,-5
668,G13006002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,33.534,-84.195,234,-5
669,G13004001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,33.973,-84.178,318,-5
670,G13004002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,34.096,-84.004,327,-5
671,G13004003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA,33.947,-83.979,310,-5
672,G13004004,Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA,33.981,-83.909,296,-5
673,G13001200,Heart of Georgia Altamaha Regional Commission (Southeast) PUMA,31.912,-82.338,44,-5
674,G13000100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA,31.18,-81.516,4,-5
675,G13001300,Heart of Georgia Altamaha Regional Commission (North & West) PUMA,32.399,-82.811,63,-5
676,G13001400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA,32.809,-83.694,113,-5
677,G13000200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA",31.862,-81.532,6,-5
678,G13000300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA",32.515,-81.595,23,-5
679,G13000401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA,32.022,-81.217,6,-5
680,G16000100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA",47.715,-116.347,949,-8
681,G16000200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA",47.784,-116.819,700,-8
682,G16000300,Central Idaho--Lewiston City & Nez Perce Reservation PUMA,45.035,-114.829,2495,-7
683,G16000400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA",44.199,-116.664,1005,-7
684,G16000500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA,42.629,-116.198,1733,-7
685,G16000600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA,43.618,-116.502,766,-7
686,G16000701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,43.611,-116.345,803,-7
687,G16000702,Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA,43.644,-116.248,806,-7
688,G16000800,Ada County (South)--Boise (South) & Kuna Cities PUMA,43.355,-116.214,920,-7
689,G16000900,Twin Falls & Cassia Counties--Twin Falls City PUMA,42.313,-114.079,1845,-7
690,G16001000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA",43.236,-114.596,1737,-7
691,G16001100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA",43.77,-111.939,1467,-7
692,G16001200,Bonneville County--Idaho Falls City PUMA,43.395,-111.622,1941,-7
693,G16001300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA",42.55,-112.098,1822,-7
694,G17001205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village PUMA",38.864,-90.089,135,-6
695,G17001300,Sangamon County--Springfield City PUMA,39.756,-89.662,184,-6
696,G17001500,Macon County--Decatur City PUMA,39.86,-88.962,207,-6
697,G17001602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA",39.77,-89.226,184,-6
698,G17001701,Peoria County--Peoria City PUMA,40.786,-89.767,201,-6
699,G17001900,Tazewell County PUMA,40.508,-89.516,188,-6
700,G17002000,McLean County PUMA,40.495,-88.845,250,-6
701,G17002100,Champaign County--Champaign & Urbana Cities PUMA,40.139,-88.197,222,-6
702,G17002200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA",40.626,-88.072,209,-6
703,G17002300,Kankakee County PUMA,41.139,-87.861,193,-6
704,G17002400,LaSalle County PUMA,41.343,-88.886,145,-6
705,G17002501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",41.084,-89.624,250,-6
706,G17002601,DeKalb County PUMA,41.895,-88.769,263,-6
707,G17002700,Stephenson & Ogle Counties PUMA,42.179,-89.464,251,-6
708,G17002801,Winnebago County (Southeast & West)--Rockford City PUMA,42.308,-89.198,250,-6
709,G17002901,Winnebago (Northeast) & Boone Counties PUMA,42.351,-88.903,288,-6
710,G17003005,Kane County (Southeast)--Aurora Township PUMA,41.769,-88.319,210,-6
711,G17003007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA",41.914,-88.312,211,-6
712,G17003008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA,42.082,-88.31,228,-6
713,G17003009,Kane County (West) PUMA,41.938,-88.469,266,-6
714,G17003102,Will County (West Central)--Joliet & Troy Townships PUMA,41.509,-88.133,190,-6
715,G17003105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA,41.596,-88.141,188,-6
716,G17003106,Will County (Northwest)--DuPage & Wheatland Townships PUMA,41.683,-88.145,195,-6
717,G17003107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA",41.553,-87.917,211,-6
718,G17003108,Will County (South) PUMA,41.36,-87.918,217,-6
719,G17003202,DuPage County (Central)--Milton Township PUMA,41.859,-88.091,231,-6
720,G17003203,DuPage County (South Central)--Lisle Township PUMA,41.772,-88.092,222,-6
721,G17003204,DuPage County (Southeast)--Downers Grove Township PUMA,41.754,-87.977,231,-6
722,G17000104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA",41.964,-89.811,212,-6
723,G17000105,Rock Island County PUMA,41.468,-90.572,203,-6
724,G17003205,DuPage County (East Central)--York Township PUMA,41.862,-87.976,218,-6
725,G17003207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA,41.955,-88.001,213,-6
726,G17003208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA",41.929,-88.166,237,-6
727,G17003209,DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA,41.796,-88.207,216,-6
728,G17000202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA",40.771,-90.601,218,-6
729,G17000300,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA",39.955,-90.726,209,-6
730,G17000401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA",39.447,-90.226,169,-6
731,G17000501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",38.983,-89.188,164,-6
732,G17000600,"Douglas, Edgar, Coles & Cumberland Counties PUMA",39.601,-88.061,201,-6
733,G17000700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",38.837,-88.099,143,-6
734,G17000800,South & Southeast Illinois PUMA,37.715,-88.582,128,-6
735,G17000900,"Jackson, Williamson, Franklin & Perry Counties PUMA",37.879,-89.163,117,-6
736,G17001001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA",38.326,-89.411,161,-6
737,G17001104,St. Clair County (Central & Northeast) PUMA,38.525,-89.897,139,-6
738,G17003306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA",42.412,-88.1,246,-6
739,G17001105,"St. Clair County (Northwest, Southwest & Southeast) PUMA",38.334,-89.845,116,-6
740,G17001204,Madison County (East) PUMA,38.807,-89.809,158,-6
741,G17003409,Cook County (West Central)--Lyons & Stickney Townships PUMA,41.775,-87.837,184,-6
742,G17003410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA",41.649,-87.88,213,-6
743,G17003411,Cook County (South Central)--Worth & Calumet Townships PUMA,41.713,-87.754,184,-6
744,G17003412,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,41.604,-87.737,197,-6
745,G17003413,Cook County (Southeast)--Thornton Township PUMA,41.601,-87.6,183,-6
746,G17003418,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA,42.024,-88.083,244,-6
747,G17003419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,42.038,-87.974,210,-6
748,G17003420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA",42.024,-87.853,193,-6
749,G17003421,Cook County (North)--Niles & Evanston Townships PUMA,42.036,-87.735,186,-6
750,G17003422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA",41.952,-87.87,196,-6
751,G17003501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA",41.985,-87.66,183,-6
752,G17003502,Chicago City (North)--Lake View & Lincoln Park PUMA,41.934,-87.649,183,-6
753,G17003503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA",41.98,-87.69,187,-6
754,G17003504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA",41.975,-87.733,185,-6
755,G17003520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA",41.957,-87.781,190,-6
756,G17003521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA",41.908,-87.767,188,-6
757,G17003522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA",41.928,-87.709,182,-6
758,G17003523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA",41.867,-87.717,183,-6
759,G17003524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA",41.878,-87.668,180,-6
760,G17003525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA",41.883,-87.624,181,-6
761,G17003526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA",41.819,-87.673,181,-6
762,G17003527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",41.786,-87.741,185,-6
763,G17003414,Cook County (South)--Bloom & Rich Townships PUMA,41.514,-87.657,206,-6
764,G17003415,Cook County (North)--Wheeling Township (North & East) PUMA,42.116,-87.943,203,-6
765,G17003528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA",41.771,-87.655,181,-6
766,G17003529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA",41.796,-87.596,180,-6
767,G17003530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA",41.697,-87.66,189,-6
768,G17003531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA",41.729,-87.626,182,-6
769,G17003532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA",41.69,-87.57,177,-6
770,G17003601,"McHenry County (North, West & Central) PUMA",42.332,-88.503,280,-6
771,G17003602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",42.285,-88.274,240,-6
772,G17003307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships PUMA",42.299,-87.442,176,-6
773,G17003700,Kendall & Grundy Counties PUMA,41.42,-88.434,174,-6
774,G17003308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA",42.241,-88.104,264,-6
775,G17003416,Cook County (Northeast)--Northfield & New Trier Townships PUMA,42.008,-87.361,176,-6
776,G17003417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA,42.03,-88.192,248,-6
777,G17003309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA",42.321,-87.934,208,-6
778,G17003310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA",42.199,-87.892,204,-6
779,G17003401,Cook County (Northwest)--Palatine & Barrington Townships PUMA,42.109,-88.125,267,-6
780,G17003407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA",41.864,-87.862,191,-6
781,G17003408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA",41.858,-87.778,187,-6
782,G18002600,"Wayne, Fayette, Rush & Union Counties PUMA",39.707,-85.182,297,-5
783,G18002700,"Greene, Daviess, Owen, Orange & Martin Counties PUMA",38.867,-86.783,205,-5
784,G18002800,Monroe County--Bloomington City PUMA,39.161,-86.523,244,-5
785,G18002900,Bartholomew & Jackson Counties--Columbus City PUMA,39.048,-85.976,176,-5
786,G18000101,Lake County (Northwest)--Hammond & East Chicago Cities PUMA,41.636,-87.472,178,-6
787,G18000102,Lake County (Northeast)--Gary City & Griffith Town PUMA,41.706,-87.348,175,-6
788,G18000103,Lake County (Central) PUMA,41.502,-87.359,190,-6
789,G18000104,Lake County (South) PUMA,41.322,-87.393,217,-6
790,G18000200,Porter County PUMA,41.51,-87.071,253,-6
791,G18000300,LaPorte County PUMA,41.549,-86.745,238,-6
792,G18000401,St. Joseph County (North)--South Bend City PUMA,41.692,-86.272,214,-5
793,G18000402,St. Joseph County (Outside South Bend City)--Mishawaka City PUMA,41.601,-86.287,269,-5
794,G18000500,Elkhart County--Elkhart & Goshen Cities PUMA,41.601,-85.864,242,-5
795,G18003000,"Jefferson, Jennings, Decatur & Scott Counties PUMA",38.975,-85.554,239,-5
796,G18003100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties PUMA",39.143,-85.093,284,-5
797,G18003200,"Warrick, Gibson & Posey Counties PUMA",37.961,-87.827,138,-6
798,G18003300,Vanderburgh County--Evansville City PUMA,38.02,-87.586,121,-6
799,G18003400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA",38.327,-86.974,136,-5
800,G18003500,"Floyd, Harrison & Washington Counties PUMA",38.396,-86.095,243,-5
801,G18003600,Clark County--Jeffersonville City PUMA,38.476,-85.711,154,-5
802,G18000600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",41.517,-85.223,314,-5
803,G18000700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA",41.063,-86.87,207,-5
804,G18000800,Kosciusko & Marshall Counties PUMA,41.28,-86.033,243,-5
805,G18000900,"Huntington, Whitley, Adams & Wells Counties PUMA",40.858,-85.288,245,-5
806,G18001001,Allen County (Central)--Fort Wayne City (South) PUMA,41.051,-85.187,235,-5
807,G18001002,Allen County (Central)--Fort Wayne City (North) PUMA,41.11,-85.095,244,-5
808,G18001003,Allen County (Outside Fort Wayne City) PUMA,41.004,-84.936,241,-5
809,G18001100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA",40.654,-86.561,206,-5
810,G18001200,Tippecanoe County--Lafayette & West Lafayette Cities PUMA,40.389,-86.894,196,-5
811,G18001300,"Howard, Cass & Tipton Counties--Kokomo City PUMA",40.557,-86.192,248,-5
812,G18001400,"Grant, Miami & Wabash Counties PUMA",40.713,-85.82,245,-5
813,G18001500,"Henry, Randolph, Jay & Blackford Counties PUMA",40.214,-85.156,303,-5
814,G18001600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA",39.744,-87.289,191,-5
815,G18001700,Vigo County--Terre Haute City PUMA,39.429,-87.39,144,-5
816,G18001801,Boone & Hamilton (Northwest) Counties PUMA,40.065,-86.366,289,-5
817,G18001802,Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA,39.963,-86.118,256,-5
818,G18001803,Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA,40.07,-85.945,246,-5
819,G18001900,Madison County--Anderson City PUMA,40.166,-85.722,267,-5
820,G18002000,Delaware County--Muncie City PUMA,40.227,-85.399,286,-5
821,G18002100,"Morgan, Putnam & Brown Counties PUMA",39.483,-86.545,262,-5
822,G18002200,Hendricks County PUMA,39.769,-86.51,276,-5
823,G18002301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA,39.875,-86.255,256,-5
824,G18002302,Marion County--Washington Township (South & East)--Indianapolis City (North) PUMA,39.872,-86.138,218,-5
825,G18002303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities PUMA,39.875,-86.013,236,-5
826,G18002304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA,39.76,-86.268,238,-5
827,G18002305,Marion County--Center Township--Indianapolis City (Central) PUMA,39.775,-86.139,220,-5
828,G18002306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast) PUMA,39.734,-86.015,261,-5
829,G18002307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South) PUMA,39.675,-86.191,206,-5
830,G18002400,Johnson County--Greenwood City PUMA,39.496,-86.095,231,-5
831,G18002500,Hancock & Shelby Counties PUMA,39.65,-85.775,251,-5
832,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",43.063,-91.832,288,-6
833,G19000500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA,42.473,-92.306,256,-6
834,G19000600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",42.569,-93.509,351,-6
835,G19000700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",42.39,-91.142,287,-6
836,G19000800,"Clinton, Muscatine, Jones & Cedar Counties PUMA",41.838,-90.952,242,-6
837,G19000900,Scott County--Davenport City PUMA,41.642,-90.622,225,-6
838,G19001000,Linn County--Cedar Rapids City PUMA,42.078,-91.598,261,-6
839,G19001100,Johnson County--Iowa City PUMA,41.669,-91.589,213,-6
840,G19001300,Story & Boone Counties--Ames City PUMA,42.036,-93.698,302,-6
